Airline,Airline_encoded,Source,Source_encoded,Destination,Destination_encoded,Date,Month,Year,Hour,Minute,Price
Jet Airways,4,Kolkata,3,Banglore,0,24,3,2019,18,55,14231
Jet Airways,4,Delhi,2,Cochin,1,12,6,2019,13,0,14714
SpiceJet,8,Delhi,2,Cochin,1,21,3,2019,8,45,6460
Jet Airways,4,Kolkata,3,Banglore,0,1,5,2019,20,25,11467
IndiGo,3,Banglore,0,Delhi,2,3,5,2019,0,30,3943
IndiGo,3,Kolkata,3,Banglore,0,15,4,2019,15,15,4775
SpiceJet,8,Kolkata,3,Banglore,0,6,4,2019,9,0,3841
Jet Airways,4,Banglore,0,Delhi,2,18,3,2019,11,40,12284
IndiGo,3,Kolkata,3,Banglore,0,9,6,2019,17,15,4804
Jet Airways,4,Delhi,2,Cochin,1,24,6,2019,13,25,12819
Jet Airways,4,Delhi,2,Cochin,1,3,6,2019,18,15,14714
Jet Airways,4,Mumbai,4,Hyderabad,3,27,5,2019,10,20,8040
Multiple carriers,6,Delhi,2,Cochin,1,15,5,2019,15,5,16840
Jet Airways,4,Delhi,2,Cochin,1,6,5,2019,22,50,15554
GoAir,2,Delhi,2,Cochin,1,15,4,2019,10,35,5752
Vistara,10,Kolkata,3,Banglore,0,9,5,2019,17,0,8452
Multiple carriers,6,Delhi,2,Cochin,1,27,5,2019,8,0,11761
Multiple carriers,6,Delhi,2,Cochin,1,27,6,2019,13,0,14848
Jet Airways,4,Delhi,2,Cochin,1,3,6,2019,5,30,10368
Air India,1,Delhi,2,Cochin,1,18,5,2019,16,40,9863
Jet Airways,4,Delhi,2,Cochin,1,27,6,2019,10,0,10262
Vistara,10,Banglore,0,Delhi,2,6,6,2019,7,0,4668
Multiple carriers,6,Delhi,2,Cochin,1,15,5,2019,11,25,9103
Jet Airways,4,Delhi,2,Cochin,1,12,6,2019,21,50,10262
GoAir,2,Delhi,2,Cochin,1,27,6,2019,7,25,4525
Air India,1,Banglore,0,Delhi,2,27,4,2019,10,0,5228
Jet Airways,4,Banglore,0,Delhi,2,6,3,2019,21,25,19225
Jet Airways,4,Mumbai,4,Hyderabad,3,9,5,2019,10,20,8040
Jet Airways,4,Delhi,2,Cochin,1,21,3,2019,14,0,7438
Multiple carriers,6,Delhi,2,Cochin,1,6,3,2019,4,0,13135
IndiGo,3,Delhi,2,Cochin,1,9,5,2019,14,25,6015
Multiple carriers,6,Delhi,2,Cochin,1,18,5,2019,17,0,8283
SpiceJet,8,Chennai,1,Kolkata,4,9,6,2019,8,20,3543
IndiGo,3,Kolkata,3,Banglore,0,27,3,2019,10,10,4148
GoAir,2,Banglore,0,Delhi,2,15,3,2019,15,45,7657
IndiGo,3,Kolkata,3,Banglore,0,12,5,2019,19,35,5276
Jet Airways,4,Kolkata,3,Banglore,0,15,5,2019,9,35,14151
Jet Airways,4,Mumbai,4,Hyderabad,3,21,6,2019,10,20,8040
IndiGo,3,Delhi,2,Cochin,1,9,3,2019,11,55,8378
SpiceJet,8,Chennai,1,Kolkata,4,9,6,2019,9,45,3543
IndiGo,3,Banglore,0,Delhi,2,12,6,2019,18,55,4823
Jet Airways,4,Kolkata,3,Banglore,0,15,5,2019,18,55,14388
SpiceJet,8,Chennai,1,Kolkata,4,9,6,2019,17,45,3543
Jet Airways,4,Kolkata,3,Banglore,0,12,5,2019,14,5,10844
Jet Airways,4,Kolkata,3,Banglore,0,9,6,2019,6,30,10844
SpiceJet,8,Delhi,2,Cochin,1,12,6,2019,17,55,4957
IndiGo,3,Delhi,2,Cochin,1,15,5,2019,7,35,6442
Air India,1,Delhi,2,Cochin,1,15,5,2019,17,20,7480
IndiGo,3,Delhi,2,Cochin,1,1,4,2019,20,25,5073
Jet Airways,4,Kolkata,3,Banglore,0,9,5,2019,16,30,14781
Multiple carriers,6,Delhi,2,Cochin,1,3,6,2019,9,45,9646
Jet Airways,4,Kolkata,3,Banglore,0,1,4,2019,6,30,7851
SpiceJet,8,Mumbai,4,Hyderabad,3,24,3,2019,5,45,2175
Air India,1,Kolkata,3,Banglore,0,9,5,2019,10,0,14424
Jet Airways,4,Delhi,2,Cochin,1,12,6,2019,9,40,13014
Jet Airways,4,Delhi,2,Cochin,1,6,4,2019,2,15,5177
Multiple carriers,6,Delhi,2,Cochin,1,3,3,2019,10,45,15135
Air India,1,Banglore,0,Delhi,2,21,6,2019,21,5,5228
Jet Airways,4,Banglore,0,Delhi,2,1,3,2019,11,40,22270
SpiceJet,8,Chennai,1,Kolkata,4,15,6,2019,9,45,3543
Jet Airways,4,Delhi,2,Cochin,1,18,5,2019,23,5,15129
IndiGo,3,Delhi,2,Cochin,1,15,6,2019,6,40,6093
Jet Airways,4,Banglore,0,Delhi,2,18,3,2019,14,5,11087
Multiple carriers,6,Delhi,2,Cochin,1,27,6,2019,9,0,7408
IndiGo,3,Kolkata,3,Banglore,0,24,5,2019,21,0,6534
Jet Airways,4,Delhi,2,Cochin,1,18,5,2019,5,30,13029
Jet Airways,4,Banglore,0,Delhi,2,18,6,2019,7,10,8016
Air India,1,Mumbai,4,Hyderabad,3,12,3,2019,5,55,8528
Air India,1,Delhi,2,Cochin,1,6,6,2019,17,15,12760
Air India,1,Delhi,2,Cochin,1,9,6,2019,17,15,12199
Multiple carriers,6,Delhi,2,Cochin,1,21,5,2019,10,0,14067
Jet Airways,4,Banglore,0,Delhi,2,15,6,2019,17,45,8016
Air India,1,Kolkata,3,Banglore,0,3,5,2019,14,15,5510
Air India,1,Kolkata,3,Banglore,0,24,3,2019,14,35,6241
Air India,1,Delhi,2,Cochin,1,3,3,2019,12,30,16142
Jet Airways,4,Delhi,2,Cochin,1,27,6,2019,14,35,10919
IndiGo,3,Kolkata,3,Banglore,0,21,4,2019,21,25,4804
IndiGo,3,Delhi,2,Cochin,1,15,5,2019,11,25,6979
Air India,1,Delhi,2,Cochin,1,18,4,2019,14,10,6094
Air India,1,Banglore,0,Delhi,2,1,4,2019,17,0,5176
Multiple carriers,6,Delhi,2,Cochin,1,6,3,2019,13,0,15136
Jet Airways,4,Kolkata,3,Banglore,0,24,3,2019,8,25,10031
Jet Airways,4,Delhi,2,Cochin,1,21,3,2019,5,25,12814
Jet Airways,4,Kolkata,3,Banglore,0,1,4,2019,6,30,12681
Multiple carriers,6,Delhi,2,Cochin,1,21,3,2019,7,0,12402
Jet Airways,4,Kolkata,3,Banglore,0,24,3,2019,8,25,13759
SpiceJet,8,Chennai,1,Kolkata,4,18,6,2019,17,45,3597
Air Asia,0,Banglore,0,Delhi,2,21,5,2019,23,55,3383
Vistara,10,Banglore,0,Delhi,2,9,5,2019,9,45,4668
Jet Airways,4,Delhi,2,Cochin,1,21,3,2019,19,10,10929
Vistara,10,Kolkata,3,Banglore,0,1,4,2019,17,0,9187
Multiple carriers,6,Delhi,2,Cochin,1,3,6,2019,11,40,7530
Air India,1,Kolkata,3,Banglore,0,24,3,2019,9,10,8026
SpiceJet,8,Banglore,0,Delhi,2,9,4,2019,9,30,4319
Jet Airways,4,Delhi,2,Cochin,1,24,6,2019,14,35,13376
SpiceJet,8,Kolkata,3,Banglore,0,6,5,2019,9,0,4174
Vistara,10,Banglore,0,Delhi,2,27,5,2019,7,0,4668
Multiple carriers,6,Delhi,2,Cochin,1,21,3,2019,7,5,13062
Jet Airways,4,Delhi,2,Cochin,1,27,5,2019,19,15,12898
Jet Airways,4,Delhi,2,Cochin,1,6,6,2019,15,0,14714
Air India,1,Kolkata,3,Banglore,0,9,5,2019,5,50,10991
Jet Airways,4,Banglore,0,Delhi,2,1,5,2019,11,10,4030
Jet Airways,4,Delhi,2,Cochin,1,21,5,2019,9,40,13029
Vistara,10,Banglore,0,Delhi,2,15,3,2019,6,40,6800
Jet Airways,4,Banglore,0,Delhi,2,9,3,2019,7,0,11087
Multiple carriers,6,Delhi,2,Cochin,1,18,5,2019,10,20,9794
Jet Airways,4,Kolkata,3,Banglore,0,6,5,2019,21,10,14388
IndiGo,3,Kolkata,3,Banglore,0,12,3,2019,21,25,4148
Air India,1,Delhi,2,Cochin,1,3,3,2019,20,0,17266
Air India,1,Kolkata,3,Banglore,0,1,4,2019,20,30,7893
Jet Airways,4,Banglore,0,Delhi,2,9,5,2019,19,50,7229
Multiple carriers,6,Delhi,2,Cochin,1,21,5,2019,7,5,9930
Multiple carriers,6,Delhi,2,Cochin,1,3,3,2019,11,30,18286
Jet Airways,4,Banglore,0,Delhi,2,27,6,2019,19,50,7229
Vistara,10,Delhi,2,Cochin,1,24,6,2019,6,0,6216
Air Asia,0,Banglore,0,Delhi,2,6,6,2019,4,55,4282
IndiGo,3,Delhi,2,Cochin,1,27,5,2019,7,35,5054
Jet Airways,4,Delhi,2,Cochin,1,6,6,2019,7,5,10262
Air Asia,0,Delhi,2,Cochin,1,6,6,2019,16,45,11410
Jet Airways,4,Kolkata,3,Banglore,0,24,5,2019,6,30,14571
GoAir,2,Delhi,2,Cochin,1,24,6,2019,7,25,4692
Jet Airways,4,Delhi,2,Cochin,1,15,6,2019,14,35,10919
Jet Airways,4,Kolkata,3,Banglore,0,6,5,2019,8,25,10844
Jet Airways,4,Kolkata,3,Banglore,0,21,5,2019,20,0,10844
Air India,1,Delhi,2,Cochin,1,9,5,2019,14,10,6094
Vistara,10,Delhi,2,Cochin,1,1,6,2019,14,40,6741
Air India,1,Delhi,2,Cochin,1,1,6,2019,9,45,8372
Multiple carriers,6,Delhi,2,Cochin,1,21,5,2019,2,15,14067
IndiGo,3,Delhi,2,Cochin,1,3,3,2019,8,35,10236
Air India,1,Delhi,2,Cochin,1,3,6,2019,20,40,7480
Multiple carriers,6,Delhi,2,Cochin,1,9,3,2019,9,45,8386
Multiple carriers,6,Delhi,2,Cochin,1,6,6,2019,11,40,6795
Air Asia,0,Kolkata,3,Banglore,0,15,5,2019,10,20,4409
IndiGo,3,Chennai,1,Kolkata,4,9,5,2019,19,35,3597
Air India,1,Banglore,0,Delhi,2,15,6,2019,6,10,6961
Jet Airways,4,Kolkata,3,Banglore,0,12,6,2019,17,0,12692
Air India,1,Mumbai,4,Hyderabad,3,12,3,2019,19,30,4307
Jet Airways,4,Banglore,0,Delhi,2,15,5,2019,8,20,4030
Air India,1,Kolkata,3,Banglore,0,18,5,2019,9,50,15957
Jet Airways,4,Banglore,0,Delhi,2,21,3,2019,22,50,7832
Air India,1,Kolkata,3,Banglore,0,1,4,2019,10,0,12954
Jet Airways,4,Delhi,2,Cochin,1,27,6,2019,23,5,11150
IndiGo,3,Mumbai,4,Hyderabad,3,12,3,2019,6,20,4049
Jet Airways,4,Banglore,0,Delhi,2,15,3,2019,5,45,9134
Air Asia,0,Kolkata,3,Banglore,0,1,5,2019,22,50,4409
Jet Airways,4,Kolkata,3,Banglore,0,1,5,2019,14,5,14781
Air India,1,Banglore,0,Delhi,2,24,4,2019,21,5,5228
SpiceJet,8,Chennai,1,Kolkata,4,21,5,2019,17,45,3597
Multiple carriers,6,Delhi,2,Cochin,1,12,6,2019,15,15,6795
Air Asia,0,Kolkata,3,Banglore,0,18,6,2019,22,50,3807
Jet Airways,4,Kolkata,3,Banglore,0,1,5,2019,16,30,14781
Air India,1,Delhi,2,Cochin,1,9,5,2019,9,0,8372
IndiGo,3,Delhi,2,Cochin,1,24,6,2019,14,20,5000
Vistara,10,Banglore,0,Delhi,2,1,4,2019,9,45,5403
IndiGo,3,Delhi,2,Cochin,1,3,3,2019,11,55,11600
Multiple carriers,6,Delhi,2,Cochin,1,18,5,2019,8,45,8476
Air India,1,Banglore,0,Delhi,2,15,3,2019,10,30,6593
IndiGo,3,Banglore,0,Delhi,2,9,3,2019,16,55,7648
Vistara,10,Kolkata,3,Banglore,0,1,5,2019,7,10,9345
Jet Airways,4,Delhi,2,Cochin,1,27,5,2019,9,40,15129
Multiple carriers,6,Delhi,2,Cochin,1,27,6,2019,12,50,7268
Jet Airways,4,Mumbai,4,Hyderabad,3,6,6,2019,19,35,3210
IndiGo,3,Chennai,1,Kolkata,4,24,3,2019,19,35,7295
IndiGo,3,Delhi,2,Cochin,1,27,6,2019,5,5,6442
IndiGo,3,Kolkata,3,Banglore,0,6,5,2019,19,20,3809
Air India,1,Banglore,0,Delhi,2,1,3,2019,5,50,15119
GoAir,2,Delhi,2,Cochin,1,9,6,2019,14,25,9069
IndiGo,3,Banglore,0,Delhi,2,6,5,2019,10,10,3943
Air India,1,Kolkata,3,Banglore,0,9,6,2019,7,0,12534
Multiple carriers,6,Delhi,2,Cochin,1,3,6,2019,9,0,13714
Air India,1,Delhi,2,Cochin,1,21,3,2019,5,15,9128
IndiGo,3,Mumbai,4,Hyderabad,3,21,5,2019,21,20,2227
Jet Airways,4,Kolkata,3,Banglore,0,18,5,2019,20,0,10844
Jet Airways,4,Kolkata,3,Banglore,0,6,5,2019,16,30,13941
Jet Airways,4,Banglore,0,Delhi,2,21,3,2019,5,45,7832
GoAir,2,Banglore,0,Delhi,2,12,6,2019,7,45,3419
Jet Airways,4,Kolkata,3,Banglore,0,21,5,2019,20,25,14151
IndiGo,3,Delhi,2,Cochin,1,3,4,2019,7,35,5073
Vistara,10,Kolkata,3,Banglore,0,12,5,2019,17,0,9922
IndiGo,3,Chennai,1,Kolkata,4,24,3,2019,13,20,4752
Multiple carriers,6,Delhi,2,Cochin,1,27,5,2019,9,0,10197
Air India,1,Banglore,0,Delhi,2,12,6,2019,10,0,6961
Multiple carriers,6,Delhi,2,Cochin,1,3,3,2019,13,0,17493
Multiple carriers,6,Delhi,2,Cochin,1,6,6,2019,7,5,13587
Jet Airways,4,Delhi,2,Cochin,1,6,6,2019,16,0,10262
Air India,1,Kolkata,3,Banglore,0,21,5,2019,14,30,15107
Vistara,10,Kolkata,3,Banglore,0,15,5,2019,17,0,8452
Air India,1,Mumbai,4,Hyderabad,3,21,6,2019,21,5,3100
IndiGo,3,Banglore,0,Delhi,2,24,5,2019,7,10,4823
Air Asia,0,Banglore,0,Delhi,2,21,4,2019,23,55,4483
Air India,1,Kolkata,3,Banglore,0,18,5,2019,10,0,13243
IndiGo,3,Delhi,2,Cochin,1,27,6,2019,11,25,5684
Jet Airways,4,Mumbai,4,Hyderabad,3,3,4,2019,10,20,3205
Jet Airways,4,Delhi,2,Cochin,1,15,6,2019,10,0,10262
IndiGo,3,Banglore,0,Delhi,2,21,5,2019,20,0,4823
Jet Airways,4,Delhi,2,Cochin,1,9,5,2019,13,0,15554
IndiGo,3,Banglore,0,Delhi,2,27,6,2019,4,0,3943
Vistara,10,Mumbai,4,Hyderabad,3,12,3,2019,7,30,12080
Air Asia,0,Banglore,0,Delhi,2,27,5,2019,23,55,3383
SpiceJet,8,Mumbai,4,Hyderabad,3,18,3,2019,5,45,2437
SpiceJet,8,Mumbai,4,Hyderabad,3,1,6,2019,22,45,1965
Jet Airways,4,Banglore,0,Delhi,2,21,3,2019,22,50,7832
IndiGo,3,Delhi,2,Cochin,1,9,6,2019,6,50,6442
Air India,1,Kolkata,3,Banglore,0,15,5,2019,5,50,12723
Jet Airways,4,Banglore,0,Delhi,2,12,6,2019,15,15,8016
Jet Airways,4,Delhi,2,Cochin,1,24,6,2019,21,25,10199
Vistara,10,Kolkata,3,Banglore,0,24,3,2019,9,55,10842
Multiple carriers,6,Delhi,2,Cochin,1,12,6,2019,12,50,7005
Air Asia,0,Kolkata,3,Banglore,0,3,5,2019,10,20,4409
Jet Airways,4,Kolkata,3,Banglore,0,1,4,2019,21,10,13364
Multiple carriers,6,Delhi,2,Cochin,1,27,6,2019,16,0,13377
Jet Airways,4,Delhi,2,Cochin,1,9,6,2019,21,50,10262
Jet Airways,4,Kolkata,3,Banglore,0,18,5,2019,16,30,10844
Jet Airways,4,Kolkata,3,Banglore,0,24,5,2019,6,30,14571
Jet Airways,4,Delhi,2,Cochin,1,9,3,2019,10,45,19329
Air India,1,Banglore,0,Delhi,2,21,3,2019,8,15,4943
Jet Airways,4,Delhi,2,Cochin,1,9,5,2019,23,5,15129
Jet Airways,4,Delhi,2,Cochin,1,18,5,2019,9,40,15129
Jet Airways,4,Kolkata,3,Banglore,0,6,6,2019,17,0,10539
Jet Airways,4,Kolkata,3,Banglore,0,24,3,2019,21,10,10031
Multiple carriers,6,Delhi,2,Cochin,1,24,5,2019,17,45,9140
Air Asia,0,Kolkata,3,Banglore,0,27,4,2019,22,50,4409
IndiGo,3,Banglore,0,Delhi,2,15,5,2019,22,10,3419
Multiple carriers,6,Delhi,2,Cochin,1,15,5,2019,9,45,9646
Jet Airways,4,Kolkata,3,Banglore,0,9,5,2019,14,5,13584
Air India,1,Delhi,2,Cochin,1,21,5,2019,5,0,11806
GoAir,2,Delhi,2,Cochin,1,1,4,2019,7,25,4563
Jet Airways,4,Delhi,2,Cochin,1,27,3,2019,5,10,9412
Jet Airways,4,Delhi,2,Cochin,1,27,6,2019,21,50,12898
Vistara,10,Delhi,2,Cochin,1,27,4,2019,14,40,6216
Jet Airways,4,Delhi,2,Cochin,1,21,5,2019,13,0,12898
Jet Airways,4,Delhi,2,Cochin,1,9,6,2019,22,50,10262
Air India,1,Banglore,0,Delhi,2,1,3,2019,13,20,12526
Air India,1,Delhi,2,Cochin,1,6,3,2019,5,15,11522
Jet Airways,4,Mumbai,4,Hyderabad,3,12,6,2019,2,55,5678
Vistara,10,Banglore,0,Delhi,2,9,3,2019,11,30,9918
Jet Airways,4,Kolkata,3,Banglore,0,1,5,2019,21,10,14781
Air India,1,Delhi,2,Cochin,1,27,3,2019,5,0,8026
Air India,1,Banglore,0,Delhi,2,24,3,2019,13,20,7276
Jet Airways,4,Kolkata,3,Banglore,0,1,4,2019,8,25,7064
Multiple carriers,6,Delhi,2,Cochin,1,21,3,2019,13,0,13062
Multiple carriers,6,Delhi,2,Cochin,1,27,3,2019,11,30,12537
Jet Airways,4,Banglore,0,Delhi,2,15,3,2019,18,55,21934
Jet Airways,4,Delhi,2,Cochin,1,24,6,2019,13,0,10262
Vistara,10,Banglore,0,Delhi,2,3,6,2019,17,0,4878
Jet Airways,4,Delhi,2,Cochin,1,15,6,2019,14,0,14714
Jet Airways,4,Banglore,0,Delhi,2,15,3,2019,7,0,9134
IndiGo,3,Banglore,0,Delhi,2,1,4,2019,16,55,4823
Multiple carriers,6,Delhi,2,Cochin,1,27,6,2019,7,10,6093
SpiceJet,8,Chennai,1,Kolkata,4,3,6,2019,8,20,3597
Multiple carriers,6,Delhi,2,Cochin,1,9,5,2019,14,0,13727
IndiGo,3,Kolkata,3,Banglore,0,1,4,2019,11,30,4174
Jet Airways,4,Delhi,2,Cochin,1,27,6,2019,11,30,10262
Multiple carriers,6,Delhi,2,Cochin,1,6,6,2019,10,20,11789
Jet Airways,4,Kolkata,3,Banglore,0,1,5,2019,18,55,8586
Air India,1,Banglore,0,Delhi,2,1,3,2019,5,50,13081
Jet Airways,4,Kolkata,3,Banglore,0,1,5,2019,20,25,9314
Jet Airways,4,Mumbai,4,Hyderabad,3,21,6,2019,19,35,5678
Jet Airways,4,Delhi,2,Cochin,1,27,5,2019,10,0,11924
Jet Airways,4,Kolkata,3,Banglore,0,9,6,2019,20,25,12692
Jet Airways,4,Banglore,0,Delhi,2,24,6,2019,18,55,6478
IndiGo,3,Kolkata,3,Banglore,0,15,5,2019,6,20,4226
IndiGo,3,Delhi,2,Cochin,1,9,3,2019,2,35,11532
Air India,1,Chennai,1,Kolkata,4,6,3,2019,11,40,9340
Jet Airways,4,Delhi,2,Cochin,1,12,6,2019,5,30,10368
Jet Airways,4,Kolkata,3,Banglore,0,12,6,2019,14,5,13626
Jet Airways,4,Kolkata,3,Banglore,0,24,5,2019,6,30,9663
Jet Airways,4,Delhi,2,Cochin,1,6,3,2019,5,25,16389
Multiple carriers,6,Delhi,2,Cochin,1,18,5,2019,3,50,10197
Jet Airways,4,Kolkata,3,Banglore,0,12,6,2019,21,10,7594
Jet Airways,4,Banglore,0,Delhi,2,12,3,2019,21,25,13817
Jet Airways,4,Banglore,0,Delhi,2,15,4,2019,17,45,7229
Jet Airways,4,Delhi,2,Cochin,1,24,6,2019,9,40,10368
Air Asia,0,Banglore,0,Delhi,2,15,5,2019,4,55,4282
Jet Airways,4,Delhi,2,Cochin,1,12,6,2019,9,35,13292
Jet Airways,4,Delhi,2,Cochin,1,27,6,2019,19,30,13764
Jet Airways,4,Kolkata,3,Banglore,0,1,4,2019,18,55,12681
Jet Airways,4,Banglore,0,Delhi,2,12,5,2019,11,10,5198
Multiple carriers,6,Delhi,2,Cochin,1,9,3,2019,7,30,12615
IndiGo,3,Kolkata,3,Banglore,0,21,4,2019,11,30,5644
Jet Airways,4,Banglore,0,Delhi,2,12,3,2019,22,55,11087
SpiceJet,8,Mumbai,4,Hyderabad,3,3,5,2019,22,45,2227
Jet Airways,4,Banglore,0,Delhi,2,18,6,2019,19,50,8016
SpiceJet,8,Banglore,0,Delhi,2,9,5,2019,9,30,4885
IndiGo,3,Kolkata,3,Banglore,0,1,4,2019,9,35,4174
Air Asia,0,Kolkata,3,Banglore,0,9,5,2019,6,50,5162
Jet Airways,4,Delhi,2,Cochin,1,27,6,2019,13,0,10262
IndiGo,3,Mumbai,4,Hyderabad,3,18,6,2019,9,15,4049
Air India,1,Delhi,2,Cochin,1,27,5,2019,18,0,8372
IndiGo,3,Banglore,0,Delhi,2,12,6,2019,0,30,3419
IndiGo,3,Delhi,2,Cochin,1,27,3,2019,7,35,5073
IndiGo,3,Delhi,2,Cochin,1,6,6,2019,16,0,6069
IndiGo,3,Delhi,2,Cochin,1,21,3,2019,8,25,9709
Jet Airways,4,Delhi,2,Cochin,1,12,6,2019,9,40,13014
Jet Airways,4,Delhi,2,Cochin,1,18,5,2019,9,40,13029
Multiple carriers,6,Delhi,2,Cochin,1,15,5,2019,8,0,13937
SpiceJet,8,Delhi,2,Cochin,1,3,3,2019,15,55,11349
Jet Airways,4,Delhi,2,Cochin,1,21,5,2019,23,5,15129
SpiceJet,8,Chennai,1,Kolkata,4,9,6,2019,9,45,3597
Jet Airways,4,Kolkata,3,Banglore,0,6,5,2019,20,0,14388
Jet Airways,4,Banglore,0,Delhi,2,9,3,2019,8,0,11087
Jet Airways,4,Kolkata,3,Banglore,0,1,5,2019,14,5,9663
Jet Airways,4,Delhi,2,Cochin,1,1,6,2019,5,30,13014
IndiGo,3,Banglore,0,Delhi,2,6,6,2019,4,0,3943
Air India,1,Banglore,0,Delhi,2,15,3,2019,22,0,8845
Air India,1,Kolkata,3,Banglore,0,24,3,2019,20,30,12173
Jet Airways,4,Delhi,2,Cochin,1,9,6,2019,21,50,10262
Multiple carriers,6,Delhi,2,Cochin,1,21,3,2019,9,45,7242
Jet Airways,4,Delhi,2,Cochin,1,24,6,2019,5,30,13292
IndiGo,3,Banglore,0,Delhi,2,21,3,2019,14,25,7708
Jet Airways,4,Mumbai,4,Hyderabad,3,21,6,2019,8,45,8040
SpiceJet,8,Chennai,1,Kolkata,4,12,5,2019,8,20,3597
SpiceJet,8,Kolkata,3,Banglore,0,27,5,2019,17,10,3841
Air India,1,Kolkata,3,Banglore,0,15,5,2019,17,30,10203
IndiGo,3,Delhi,2,Cochin,1,27,4,2019,2,0,7173
SpiceJet,8,Mumbai,4,Hyderabad,3,9,6,2019,22,45,1965
IndiGo,3,Delhi,2,Cochin,1,6,6,2019,20,25,5054
IndiGo,3,Banglore,0,Delhi,2,3,3,2019,16,55,8855
Jet Airways,4,Banglore,0,Delhi,2,1,3,2019,5,45,27992
Jet Airways,4,Kolkata,3,Banglore,0,9,5,2019,17,0,7341
SpiceJet,8,Banglore,0,Delhi,2,3,6,2019,9,30,3919
Jet Airways,4,Delhi,2,Cochin,1,27,3,2019,15,5,12242
Jet Airways,4,Kolkata,3,Banglore,0,18,5,2019,9,35,13067
Jet Airways,4,Delhi,2,Cochin,1,24,6,2019,11,40,18804
Air Asia,0,Kolkata,3,Banglore,0,21,4,2019,22,50,5645
IndiGo,3,Chennai,1,Kolkata,4,24,6,2019,19,35,3597
Multiple carriers,6,Delhi,2,Cochin,1,9,6,2019,16,0,13587
IndiGo,3,Chennai,1,Kolkata,4,21,6,2019,13,15,3597
Air India,1,Delhi,2,Cochin,1,18,5,2019,10,0,8879
SpiceJet,8,Banglore,0,Delhi,2,21,4,2019,5,55,4319
Air India,1,Mumbai,4,Hyderabad,3,27,3,2019,13,55,2050
Jet Airways,4,Mumbai,4,Hyderabad,3,3,6,2019,7,5,8040
Jet Airways,4,Kolkata,3,Banglore,0,6,5,2019,18,55,13584
Jet Airways,4,Delhi,2,Cochin,1,6,6,2019,19,30,13014
Vistara,10,Kolkata,3,Banglore,0,15,5,2019,7,10,9345
Jet Airways,4,Delhi,2,Cochin,1,3,6,2019,9,35,11507
Multiple carriers,6,Delhi,2,Cochin,1,6,6,2019,6,0,8266
Jet Airways,4,Mumbai,4,Hyderabad,3,24,3,2019,2,55,5678
Multiple carriers,6,Delhi,2,Cochin,1,12,6,2019,13,0,13377
Vistara,10,Kolkata,3,Banglore,0,21,5,2019,7,10,9345
IndiGo,3,Delhi,2,Cochin,1,15,5,2019,18,35,7191
Multiple carriers,6,Delhi,2,Cochin,1,27,3,2019,17,45,7845
Jet Airways,4,Banglore,0,Delhi,2,21,5,2019,11,10,7229
Air India,1,Banglore,0,Delhi,2,1,3,2019,17,0,10981
Jet Airways,4,Kolkata,3,Banglore,0,9,6,2019,14,5,14178
IndiGo,3,Delhi,2,Cochin,1,21,3,2019,7,30,8784
Jet Airways,4,Kolkata,3,Banglore,0,12,5,2019,20,0,13941
Jet Airways,4,Kolkata,3,Banglore,0,21,5,2019,20,25,13067
Jet Airways,4,Mumbai,4,Hyderabad,3,27,6,2019,10,20,4995
Air India,1,Delhi,2,Cochin,1,3,6,2019,18,30,12488
Air Asia,0,Kolkata,3,Banglore,0,9,6,2019,7,35,7870
Air India,1,Delhi,2,Cochin,1,12,5,2019,5,10,6094
Jet Airways,4,Kolkata,3,Banglore,0,12,6,2019,10,20,5608
GoAir,2,Delhi,2,Cochin,1,3,3,2019,7,30,6112
Jet Airways,4,Banglore,0,Delhi,2,6,3,2019,16,55,16736
Vistara,10,Kolkata,3,Banglore,0,12,6,2019,20,20,8452
Jet Airways,4,Kolkata,3,Banglore,0,9,5,2019,17,0,9314
IndiGo,3,Chennai,1,Kolkata,4,21,5,2019,7,55,3850
Jet Airways,4,Delhi,2,Cochin,1,21,3,2019,19,45,5963
Air India,1,Delhi,2,Cochin,1,21,5,2019,5,0,9968
Jet Airways,4,Delhi,2,Cochin,1,18,5,2019,11,0,9564
IndiGo,3,Delhi,2,Cochin,1,6,3,2019,6,40,6610
IndiGo,3,Banglore,0,Delhi,2,9,3,2019,15,40,5226
Jet Airways,4,Kolkata,3,Banglore,0,24,3,2019,19,45,14231
Jet Airways,4,Delhi,2,Cochin,1,15,6,2019,14,35,13376
IndiGo,3,Delhi,2,Cochin,1,27,5,2019,6,50,6674
Multiple carriers,6,Delhi,2,Cochin,1,15,6,2019,8,0,7408
Air India,1,Kolkata,3,Banglore,0,24,5,2019,9,50,15170
IndiGo,3,Chennai,1,Kolkata,4,1,6,2019,19,35,3597
Air India,1,Banglore,0,Delhi,2,12,3,2019,17,25,12778
Jet Airways,4,Banglore,0,Delhi,2,9,6,2019,17,45,7229
Jet Airways,4,Banglore,0,Delhi,2,15,6,2019,8,20,8016
IndiGo,3,Kolkata,3,Banglore,0,27,5,2019,22,15,4804
Jet Airways,4,Banglore,0,Delhi,2,21,6,2019,8,20,8016
Air Asia,0,Kolkata,3,Banglore,0,9,6,2019,10,20,5645
Jet Airways,4,Banglore,0,Delhi,2,9,3,2019,18,40,22270
Jet Airways,4,Kolkata,3,Banglore,0,6,6,2019,9,35,14151
Jet Airways,4,Delhi,2,Cochin,1,6,4,2019,7,5,5406
